id,listing_url,name,host_id,host_url,host_name,host_since,host_is_superhost,host_listings_count,host_total_listings_count,latitude,longitude,room_type,accommodates,bedrooms,beds,price,minimum_nights,maximum_nights,has_availability,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,first_review,last_review,review_scores_rating,calculated_host_listings_count,reviews_per_month
26785,https://www.airbnb.com/rooms/26785,Rental unit in Brooklyn · ★4.93 · 1 bedroom · 1 bed · 1 bath,42273,https://www.airbnb.com/users/show/42273,Dani,9/29/2009,t,3,3,40.6686,-73.98723,Entire home/apt,2,1,1,$90.00 ,30,365,t,479,0,0,6/8/2010,5/31/2022,4.93,3,3.03
66275,https://www.airbnb.com/rooms/66275,Rental unit in New York · ★4.86 · 2 bedrooms · 3 beds · 1 bath,314941,https://www.airbnb.com/users/show/314941,Tony,12/10/2010,t,3,37,40.72036,-73.99435,Entire home/apt,7,2,3,$514.00 ,1,1125,t,212,25,1,6/24/2011,5/20/2023,4.86,3,1.46
126816,https://www.airbnb.com/rooms/126816,Rental unit in New York · ★3.67 · 1 bedroom · 1 bed · 2 baths,620288,https://www.airbnb.com/users/show/620288,Eric,5/24/2011,,1,1,40.79907,-73.96517,Private room,1,,1,$85.00 ,30,730,f,3,0,0,7/25/2011,11/6/2014,3.67,1,0.02
27644,https://www.airbnb.com/rooms/27644,Rental unit in New York · ★4.78 · 1 bedroom · 4 beds · 1 bath,119510,https://www.airbnb.com/users/show/119510,Emma,5/6/2010,t,1,1,40.82682,-73.94948,Entire home/apt,6,1,4,$190.00 ,2,20,t,252,33,3,8/23/2011,5/21/2023,4.78,1,1.76
127387,https://www.airbnb.com/rooms/127387,Rental unit in Brooklyn · ★5.0 · 2 bedrooms · 2 beds,23276,https://www.airbnb.com/users/show/23276,Katharine,6/25/2009,f,1,1,40.66895,-73.99136,Entire home/apt,4,2,2,$260.00 ,30,60,t,3,0,0,12/30/2011,8/4/2014,5,1,0.02
66741,https://www.airbnb.com/rooms/66741,Rental unit in Brooklyn · ★4.83 · 1 bedroom · 2 beds · 1 bath,327673,https://www.airbnb.com/users/show/327673,Stefano,12/26/2010,t,3,3,40.67548,-73.98315,Entire home/apt,4,1,2,$200.00 ,30,365,t,326,60,4,1/29/2011,6/2/2023,4.83,2,2.17
27883,https://www.airbnb.com/rooms/27883,Rental unit in New York · ★4.85 · Studio · 2 beds · 1 bath,120223,https://www.airbnb.com/users/show/120223,Jen,5/7/2010,f,1,1,40.72421,-73.98509,Entire home/apt,3,,2,$100.00 ,30,365,t,25,0,0,9/14/2010,12/10/2011,4.85,1,0.16
66974,https://www.airbnb.com/rooms/66974,Rental unit in Brooklyn · ★4.99 · 1 bedroom · 1 bed · 1 bath,329436,https://www.airbnb.com/users/show/329436,Jana,12/28/2010,t,2,2,40.68088,-73.99102,Entire home/apt,2,1,1,$240.00 ,2,270,t,225,42,0,5/23/2012,4/16/2023,4.99,2,1.67
67288,https://www.airbnb.com/rooms/67288,Rental unit in New York · ★4.87 · 1 bedroom · 1 bed · 1 bath,101597,https://www.airbnb.com/users/show/101597,Per,3/31/2010,t,1,1,40.79544,-73.94836,Entire home/apt,2,1,1,$250.00 ,28,365,t,47,6,0,9/1/2012,12/14/2022,4.87,1,0.36
132516,https://www.airbnb.com/rooms/132516,Rental unit in Queens · ★4.74 · 1 bedroom · 2 beds · 1 bath,85330,https://www.airbnb.com/users/show/85330,Jean,2/25/2010,,5,26,40.7106,-73.85246,Entire home/apt,3,1,2,$111.00 ,60,120,t,90,30,2,8/11/2017,5/12/2023,4.74,3,1.27
28907,https://www.airbnb.com/rooms/28907,Rental unit in New York · ★4.95 · 1 bedroom · 2 beds · 1 bath,124352,https://www.airbnb.com/users/show/124352,Lisa,5/13/2010,f,1,1,40.77827,-73.94669,Entire home/apt,4,1,2,$150.00 ,30,30,t,21,0,0,6/1/2010,8/15/2017,4.95,1,0.13
133025,https://www.airbnb.com/rooms/133025,Rental unit in New York · ★4.85 · 1 bedroom · 1 bed · 1 shared bath,653405,https://www.airbnb.com/users/show/653405,Tracy,6/1/2011,,1,1,40.74564,-73.97782,Private room,1,,1,$69.00 ,30,60,t,148,5,0,6/11/2011,2/21/2023,4.85,1,1.01
134934,https://www.airbnb.com/rooms/134934,Rental unit in Brooklyn · ★4.58 · 2 bedrooms · 1 bed · 1 bath,652842,https://www.airbnb.com/users/show/652842,Giovanni,6/1/2011,f,1,1,40.71771,-73.95849,Entire home/apt,2,2,1,$250.00 ,5,1125,t,27,0,0,9/23/2014,12/7/2019,4.58,1,0.25
67299,https://www.airbnb.com/rooms/67299,Townhouse in Brooklyn · ★4.89 · 1 bedroom · 2 beds · 1 bath,330347,https://www.airbnb.com/users/show/330347,Adrienne,12/29/2010,t,1,2,40.71516,-73.96448,Entire home/apt,4,1,2,$158.00 ,30,89,t,75,2,1,3/29/2011,5/6/2023,4.89,1,0.51
29013,https://www.airbnb.com/rooms/29013,Rental unit in Brooklyn · ★4.70 · 1 bedroom · 1 bed · 1 shared bath,35935,https://www.airbnb.com/users/show/35935,Angela,9/3/2009,,5,6,40.68288,-73.95646,Private room,2,,1,$90.00 ,30,730,t,71,1,0,8/3/2010,12/19/2022,4.7,5,0.45
135465,https://www.airbnb.com/rooms/135465,Rental unit in Brooklyn · ★4.80 · 1 bedroom · 1 bed · 1 bath,663879,https://www.airbnb.com/users/show/663879,Christopher,6/4/2011,f,1,3,40.68646,-73.97548,Entire home/apt,3,1,1,$170.00 ,3,365,t,126,8,0,10/9/2011,4/16/2023,4.8,1,0.89
136493,https://www.airbnb.com/rooms/136493,Townhouse in Brooklyn · ★4.86 · 3 bedrooms · 3 beds · 2.5 baths,663384,https://www.airbnb.com/users/show/663384,Irena,6/4/2011,f,1,1,40.67494,-73.97792,Entire home/apt,5,3,3,$325.00 ,4,60,t,36,5,0,8/15/2012,9/6/2022,4.86,1,0.27
29628,https://www.airbnb.com/rooms/29628,Condo in Brooklyn · ★4.94 · 1 bedroom · 1 bed · 1 shared bath,127608,https://www.airbnb.com/users/show/127608,Chris,5/18/2010,,1,1,40.68292,-73.96381,Private room,2,,1,$94.00 ,3,1125,t,365,51,5,6/6/2010,5/30/2023,4.94,1,2.31
139624,https://www.airbnb.com/rooms/139624,Rental unit in Brooklyn · ★4.39 · 1 bedroom · 1 bed · 1 bath,680818,https://www.airbnb.com/users/show/680818,Jessica,6/8/2011,f,1,1,40.67478,-73.95165,Entire home/apt,2,1,1,$64.00 ,30,365,t,84,4,1,9/11/2011,5/11/2023,4.39,1,0.59
68735,https://www.airbnb.com/rooms/68735,Rental unit in New York · ★4.97 · 1 bedroom · 1 bed · 1 bath,342054,https://www.airbnb.com/users/show/342054,Violetta,1/10/2011,f,1,1,40.78846,-73.97459,Entire home/apt,2,1,1,$215.00 ,14,200,t,38,4,0,9/27/2011,4/30/2023,4.97,1,0.27
68900,https://www.airbnb.com/rooms/68900,Rental unit in Brooklyn · ★4.86 · 1 bedroom · 1 bed · 1 private bath,343250,https://www.airbnb.com/users/show/343250,Jason,1/11/2011,,1,1,40.73094,-73.95484,Private room,2,,1,$100.00 ,30,30,t,7,0,0,9/16/2014,10/26/2019,4.86,1,0.07
29683,https://www.airbnb.com/rooms/29683,Rental unit in New York · ★4.76 · 1 bedroom · 1 bed · 1 bath,125857,https://www.airbnb.com/users/show/125857,Uli,5/16/2010,t,1,2,40.72314,-73.99108,Entire home/apt,3,1,1,$195.00 ,30,1125,t,119,1,0,5/26/2010,2/25/2023,4.76,1,0.75
69894,https://www.airbnb.com/rooms/69894,Rental unit in New York · ★4.82 · 1 bedroom · 1 bed · 1 bath,352168,https://www.airbnb.com/users/show/352168,Silvia,1/18/2011,f,2,4,40.77845,-73.98295,Entire home/apt,2,1,1,$160.00 ,30,120,t,63,4,0,5/1/2012,2/4/2023,4.82,1,0.47
140133,https://www.airbnb.com/rooms/140133,Rental unit in Brooklyn · ★4.93 · Studio · 3 beds · 1 bath,622866,https://www.airbnb.com/users/show/622866,Daniel,5/24/2011,t,2,2,40.71347,-73.96035,Entire home/apt,4,,3,$285.00 ,4,180,t,180,3,0,8/1/2011,4/13/2023,4.93,1,1.25
31130,https://www.airbnb.com/rooms/31130,Rental unit in New York · ★4.87 · 1 bedroom · 1 bed · 1 shared bath,117287,https://www.airbnb.com/users/show/117287,Lara Nicole,5/2/2010,t,4,6,40.7672,-73.98464,Private room,2,,1,$164.00 ,1,360,t,70,2,2,6/21/2010,5/29/2023,4.87,4,0.44
141154,https://www.airbnb.com/rooms/141154,Rental unit in Brooklyn · ★4.71 · Studio · 2 beds · 1 bath,686768,https://www.airbnb.com/users/show/686768,Mark,6/10/2011,f,1,2,40.6857,-73.98131,Entire home/apt,4,,2,$100.00 ,30,120,t,263,0,0,8/12/2011,3/11/2020,4.71,1,1.83
71010,https://www.airbnb.com/rooms/71010,Rental unit in New York · ★4.97 · 2 bedrooms · 3 beds · 1 bath,361855,https://www.airbnb.com/users/show/361855,Kurt,1/25/2011,t,2,3,40.83403,-73.93951,Entire home/apt,5,2,3,$332.00 ,4,1125,t,41,5,1,5/23/2013,5/20/2023,4.97,2,0.34
31555,https://www.airbnb.com/rooms/31555,Rental unit in New York · ★4.71 · Studio · 1 bed · 1 bath,135619,https://www.airbnb.com/users/show/135619,Tom,5/31/2010,f,1,1,40.73405,-74.00281,Entire home/apt,2,,1,$120.00 ,30,59,t,32,0,0,1/10/2011,3/27/2021,4.71,1,0.21
71248,https://www.airbnb.com/rooms/71248,Condo in New York · ★4.78 · 1 bedroom · 1 bed · 1 bath,363834,https://www.airbnb.com/users/show/363834,Jennifer,1/26/2011,f,1,2,40.7159,-73.99156,Entire home/apt,2,1,1,$162.00 ,15,90,t,63,6,0,3/10/2011,4/30/2023,4.78,1,0.42
141335,https://www.airbnb.com/rooms/141335,Home in Brooklyn · ★4.45 · 3 bedrooms · 4 beds · 2 baths,687361,https://www.airbnb.com/users/show/687361,Orna,6/10/2011,f,2,2,40.67487,-73.97637,Entire home/apt,5,3,4,$900.00 ,1,1125,t,41,3,1,6/24/2012,5/29/2023,4.45,2,0.31
142069,https://www.airbnb.com/rooms/142069,Rental unit in New York · ★4.60 · Studio · 1 bed · 1 bath,277747,https://www.airbnb.com/users/show/277747,Josh,11/3/2010,f,1,1,40.72506,-73.97906,Entire home/apt,2,,1,$100.00 ,30,730,t,22,0,0,9/21/2011,11/10/2014,4.6,1,0.15
31902,https://www.airbnb.com/rooms/31902,Home in Brooklyn · ★4.33 · 3 bedrooms · 1 bed · 1 shared bath,137292,https://www.airbnb.com/users/show/137292,Sunder,6/2/2010,,1,1,40.6327,-73.93184,Private room,2,,1,$80.00 ,30,90,f,4,0,0,6/15/2010,10/14/2019,4.33,1,0.03
144087,https://www.airbnb.com/rooms/144087,Rental unit in New York · ★4.90 · 2 bedrooms · 3 beds · 1 bath,616825,https://www.airbnb.com/users/show/616825,Rinaldo & Jessa,5/23/2011,,3,6,40.80687,-73.95333,Entire home/apt,5,2,3,$699.00 ,6,365,t,30,3,0,7/3/2011,10/30/2022,4.9,2,0.21
144148,https://www.airbnb.com/rooms/144148,Rental unit in New York · ★4.53 · 1 bedroom · 1 bed · 1 bath,299755,https://www.airbnb.com/users/show/299755,Jonathan,11/26/2010,,1,2,40.72297,-73.9851,Private room,2,,1,$68.00 ,30,730,t,32,0,0,9/7/2014,1/5/2016,4.53,1,0.3
71366,https://www.airbnb.com/rooms/71366,Condo in New York · ★4.84 · 1 bedroom · 1 bed · 1 bath,364955,https://www.airbnb.com/users/show/364955,Ruperto,1/27/2011,f,1,3,40.72997,-74.00196,Entire home/apt,2,1,1,$200.00 ,30,365,t,47,3,1,4/16/2012,5/20/2023,4.84,1,0.35
71384,https://www.airbnb.com/rooms/71384,Loft in Brooklyn · ★4.98 · 1 bedroom · 2 beds · 1 bath,365153,https://www.airbnb.com/users/show/365153,Ben,1/27/2011,f,1,1,40.72919,-73.95588,Entire home/apt,4,1,2,$229.00 ,1,60,t,50,0,0,3/27/2011,5/13/2014,4.98,1,0.34
71812,https://www.airbnb.com/rooms/71812,Rental unit in Bronx · ★4.53 · 1 bedroom · 1 bed · 1 bath,369015,https://www.airbnb.com/users/show/369015,Thai,1/30/2011,f,2,3,40.87069,-73.90113,Entire home/apt,2,1,1,$90.00 ,30,1125,t,15,2,0,7/31/2018,7/22/2022,4.53,2,0.25
31994,https://www.airbnb.com/rooms/31994,Rental unit in Brooklyn · ★4.52 · 1 bedroom · 1 bed · 1 private bath,137814,https://www.airbnb.com/users/show/137814,Waldemar,6/3/2010,,2,3,40.68818,-73.96383,Private room,2,,1,$105.00 ,2,365,t,539,35,2,7/9/2010,5/21/2023,4.52,2,3.43
146726,https://www.airbnb.com/rooms/146726,Home in New York · ★4.75 · 1 bedroom · 1 bed · 1.5 baths,709334,https://www.airbnb.com/users/show/709334,Julie,6/16/2011,f,1,4,40.80392,-73.94765,Entire home/apt,2,1,1,$175.00 ,30,120,t,18,0,0,7/12/2011,1/5/2018,4.75,1,0.12
148201,https://www.airbnb.com/rooms/148201,Rental unit in New York · ★4.88 · 1 bedroom · 1 bed · 1 bath,715807,https://www.airbnb.com/users/show/715807,John,6/18/2011,f,1,2,40.7304,-74.00228,Entire home/apt,2,1,1,$175.00 ,30,365,t,18,0,0,8/1/2011,5/31/2013,4.88,1,0.12
32037,https://www.airbnb.com/rooms/32037,Condo in Brooklyn · ★4.84 · 1 bedroom · 2 beds · 1.5 baths,116599,https://www.airbnb.com/users/show/116599,Sahr,5/1/2010,t,3,5,40.68513,-73.96648,Private room,3,1,2,$139.00 ,30,730,t,93,1,0,8/7/2010,11/2/2022,4.84,3,0.6
33009,https://www.airbnb.com/rooms/33009,Rental unit in Brooklyn · ★4.96 · 1 bedroom · 1 bed · 1 bath,143027,https://www.airbnb.com/users/show/143027,Ming,6/12/2010,t,1,1,40.71512,-73.95899,Entire home/apt,2,1,1,$235.00 ,30,90,t,292,11,0,7/5/2010,4/30/2023,4.96,1,1.86
148259,https://www.airbnb.com/rooms/148259,Home in Brooklyn · ★4.90 · 3 bedrooms · 3 beds · 1 bath,716064,https://www.airbnb.com/users/show/716064,Mihalis,6/18/2011,f,2,2,40.71345,-73.94289,Entire home/apt,6,3,3,$323.00 ,4,60,t,105,21,4,8/30/2012,5/21/2023,4.9,1,0.8
148825,https://www.airbnb.com/rooms/148825,Rental unit in New York · ★4.75 · 2 bedrooms · 2 beds · 1 bath,718349,https://www.airbnb.com/users/show/718349,B.,6/19/2011,t,5,6,40.79999,-73.96338,Entire home/apt,3,2,2,$193.00 ,3,180,t,292,27,3,4/23/2012,5/29/2023,4.75,2,2.16
72190,https://www.airbnb.com/rooms/72190,Rental unit in New York · ★4.51 · 1 bedroom · 2 beds · 1 bath,373085,https://www.airbnb.com/users/show/373085,Hudson,2/1/2011,f,1,2,40.77743,-73.97691,Entire home/apt,2,1,2,$110.00 ,30,90,t,37,0,0,6/14/2011,2/15/2019,4.51,1,0.25
72265,https://www.airbnb.com/rooms/72265,Rental unit in Brooklyn · ★4.53 · 1 bedroom · 1 bed · 1 private bath,340692,https://www.airbnb.com/users/show/340692,Vanessa,1/9/2011,,1,2,40.72744,-73.953,Private room,1,,1,$85.00 ,10,18,t,36,1,0,12/20/2012,9/5/2022,4.53,1,0.28
33156,https://www.airbnb.com/rooms/33156,Rental unit in New York · ★5.0 · 1 bedroom · 1 bed · 1 bath,128669,https://www.airbnb.com/users/show/128669,Alex,5/20/2010,f,3,12,40.78763,-73.96862,Entire home/apt,2,1,1,$139.00 ,120,180,t,20,0,0,5/29/2011,10/14/2020,5,1,0.14
74333,https://www.airbnb.com/rooms/74333,Rental unit in New York · ★4.03 · 1 bedroom · 2 beds · 1 bath,331328,https://www.airbnb.com/users/show/331328,Amir,12/31/2010,f,2,2,40.80834,-73.94075,Entire home/apt,3,1,2,$98.00 ,30,60,t,40,3,0,9/14/2011,11/23/2022,4.03,2,0.28
150804,https://www.airbnb.com/rooms/150804,Rental unit in New York · ★4.98 · 2 bedrooms · 3 beds · 2 baths,726333,https://www.airbnb.com/users/show/726333,Peter,6/21/2011,t,1,2,40.7203,-73.98424,Entire home/apt,5,2,3,$375.00 ,4,1125,t,47,12,0,8/18/2011,12/31/2022,4.98,1,0.33
36121,https://www.airbnb.com/rooms/36121,Rental unit in Brooklyn · ★4.88 · 1 bedroom · 1 bed · 1 shared bath,62165,https://www.airbnb.com/users/show/62165,Michael,12/11/2009,,1,3,40.67376,-73.96611,Private room,1,,1,$100.00 ,90,365,t,9,0,0,12/11/2010,5/10/2013,4.88,1,0.06
150989,https://www.airbnb.com/rooms/150989,Rental unit in Brooklyn · ★4.95 · 1 bedroom · 1 bed · 1 bath,727084,https://www.airbnb.com/users/show/727084,Daniela,6/21/2011,f,1,1,40.71584,-73.96355,Entire home/apt,2,1,1,$140.00 ,30,365,t,19,0,0,7/26/2011,2/6/2022,4.95,1,0.13
74438,https://www.airbnb.com/rooms/74438,Rental unit in New York · ★4.84 · 1 bedroom · 1 bed,391553,https://www.airbnb.com/users/show/391553,Jayme,2/14/2011,f,3,5,40.75523,-73.99792,Entire home/apt,5,1,1,$299.00 ,30,365,t,52,0,0,3/20/2011,11/18/2014,4.84,1,0.35
36647,https://www.airbnb.com/rooms/36647,Condo in New York · ★4.77 · 1 bedroom · 1 bed · 1 private bath,157798,https://www.airbnb.com/users/show/157798,Irene,7/4/2010,,1,4,40.79245377,-73.94074249,Private room,2,,1,$85.00 ,5,999,t,83,34,2,10/4/2010,5/20/2023,4.77,1,0.54
74680,https://www.airbnb.com/rooms/74680,Rental unit in Long Island City · ★4.67 · 1 bedroom · 2 beds · 1 bath,265109,https://www.airbnb.com/users/show/265109,Nazleen,10/18/2010,t,1,2,40.77507,-73.93367,Entire home/apt,4,1,2,$124.00 ,7,1125,t,261,27,2,6/13/2011,5/18/2023,4.67,1,1.79
74821,https://www.airbnb.com/rooms/74821,Rental unit in New York · ★4.67 · 2 bedrooms · 2 beds · 1 bath,394640,https://www.airbnb.com/users/show/394640,Keith,2/16/2011,f,1,3,40.80874,-73.94926,Entire home/apt,5,2,2,$149.00 ,30,90,t,47,0,0,4/26/2011,1/3/2019,4.67,1,0.32
152071,https://www.airbnb.com/rooms/152071,Rental unit in Brooklyn · 1 bedroom · 1 bed · 1 bath,731855,https://www.airbnb.com/users/show/731855,Wendy,6/22/2011,f,1,1,40.67231,-73.97878,Entire home/apt,2,1,1,$150.00 ,2,15,t,0,0,0,,,,1,
36703,https://www.airbnb.com/rooms/36703,Condo in New York · ★4.92 · 1 bedroom · 2 beds · 1 bath,158284,https://www.airbnb.com/users/show/158284,Karene,7/5/2010,t,1,1,40.73271,-74.00367,Entire home/apt,2,1,2,$200.00 ,40,1125,t,144,3,0,8/11/2010,4/15/2023,4.92,1,0.92
152259,https://www.airbnb.com/rooms/152259,Rental unit in New York · ★4.72 · 1 bedroom · 1 bed · 1 shared bath,256161,https://www.airbnb.com/users/show/256161,Wayne,10/7/2010,,4,12,40.81201,-73.94633,Private room,1,,1,$58.00 ,30,31,t,124,0,0,6/28/2011,3/13/2020,4.72,4,0.85
74860,https://www.airbnb.com/rooms/74860,Rental unit in Brooklyn · ★4.67 · 1 bedroom · 1 bed · 1 bath,394752,https://www.airbnb.com/users/show/394752,Allison,2/16/2011,f,1,2,40.72364,-73.95013,Entire home/apt,3,1,1,$75.00 ,30,730,f,3,0,0,3/28/2011,10/30/2019,4.67,1,0.02
36934,https://www.airbnb.com/rooms/36934,Rental unit in Brooklyn · ★4.50 · 1 bedroom · 1 bed · 1 bath,159370,https://www.airbnb.com/users/show/159370,Viviana,7/6/2010,f,1,3,40.71371,-73.96203,Entire home/apt,2,1,1,$150.00 ,6,28,t,32,5,1,10/13/2010,5/13/2023,4.5,1,0.21
152263,https://www.airbnb.com/rooms/152263,Rental unit in New York · ★4.84 · 2 bedrooms · 6 beds · 1 bath,732535,https://www.airbnb.com/users/show/732535,William,6/22/2011,t,1,3,40.80494,-73.94998,Entire home/apt,7,2,6,$360.00 ,2,25,t,334,48,4,9/26/2011,5/27/2023,4.84,1,2.35
38663,https://www.airbnb.com/rooms/38663,Home in Brooklyn · ★4.76 · 5 bedrooms · 5 beds · 2.5 baths,165789,https://www.airbnb.com/users/show/165789,Sarah,7/13/2010,t,2,3,40.68442,-73.98068,Entire home/apt,11,5,5,$900.00 ,3,60,t,43,11,1,7/9/2012,5/29/2023,4.76,1,0.32
152819,https://www.airbnb.com/rooms/152819,Condo in Brooklyn · ★4.89 · 3 bedrooms · 3 beds · 2 baths,132701,https://www.airbnb.com/users/show/132701,Lauren,5/26/2010,t,2,2,40.7167,-73.95014,Entire home/apt,5,3,3,$375.00 ,3,10,t,85,8,2,7/9/2011,5/14/2023,4.89,1,0.59
75635,https://www.airbnb.com/rooms/75635,Rental unit in New York · ★4.84 · 1 bedroom · 1 bed · 1 bath,401696,https://www.airbnb.com/users/show/401696,Patricia,2/20/2011,t,1,2,40.71911,-73.98588,Entire home/apt,3,1,1,$175.00 ,3,1125,t,393,57,4,2/28/2011,5/29/2023,4.84,1,2.63
38833,https://www.airbnb.com/rooms/38833,Rental unit in New York · ★4.81 · 1 bedroom · 1 bed · 1 bath,166532,https://www.airbnb.com/users/show/166532,Matthew,7/14/2010,f,1,1,40.81800842,-73.94669342,Entire home/apt,2,1,1,$205.00 ,7,1125,t,164,10,3,8/28/2010,5/28/2023,4.81,1,1.05
77765,https://www.airbnb.com/rooms/77765,Boutique hotel in Brooklyn · ★4.85 · 1 bedroom · 1 bed · 1 private bath,417504,https://www.airbnb.com/users/show/417504,The Box House Hotel,3/1/2011,t,30,40,40.73777,-73.95366,Hotel room,2,1,1,$299.00 ,1,365,t,51,10,1,3/26/2011,5/29/2023,4.85,30,0.34
154934,https://www.airbnb.com/rooms/154934,Rental unit in New York · ★4.42 · 1 bedroom · 1 bed,745069,https://www.airbnb.com/users/show/745069,Kimberly,6/26/2011,,2,5,40.8241,-73.94415,Private room,1,,1,$75.00 ,30,90,t,38,0,0,2/10/2012,5/8/2018,4.42,2,0.28
39282,https://www.airbnb.com/rooms/39282,Rental unit in Brooklyn · ★4.81 · 1 bedroom · 1 bed · 1 shared bath,168525,https://www.airbnb.com/users/show/168525,Gus,7/16/2010,,2,2,40.7106514,-73.95087433,Private room,2,,1,$159.00 ,4,45,t,254,12,1,8/2/2010,5/12/2023,4.81,2,1.62
155087,https://www.airbnb.com/rooms/155087,Home in Brooklyn · ★4.94 · 3 bedrooms · 3 beds · 1.5 baths,745764,https://www.airbnb.com/users/show/745764,Doron,6/26/2011,f,1,1,40.67275,-73.97873,Entire home/apt,4,3,3,$625.00 ,4,1125,t,22,8,3,7/12/2011,6/3/2023,4.94,1,0.15
79067,https://www.airbnb.com/rooms/79067,Townhouse in Brooklyn · ★4.73 · 3 bedrooms · 4 beds · 2.5 baths,425506,https://www.airbnb.com/users/show/425506,Bliss,3/6/2011,f,1,3,40.68337,-73.96253,Entire home/apt,5,3,4,$330.00 ,48,65,t,15,0,0,9/23/2015,11/6/2019,4.73,1,0.16
80493,https://www.airbnb.com/rooms/80493,Rental unit in New York · ★4.39 · 1 bedroom · 2 beds · 1 shared bath,434987,https://www.airbnb.com/users/show/434987,Jennifer,3/10/2011,,1,1,40.72259903,-73.98545074,Private room,2,,2,$59.00 ,2,30,t,229,28,3,3/31/2011,5/23/2023,4.39,1,1.54
39572,https://www.airbnb.com/rooms/39572,Rental unit in New York · ★4.86 · 1 bedroom · 1 bed,169927,https://www.airbnb.com/users/show/169927,Hubert,7/17/2010,,2,2,40.76203,-73.98869,Private room,2,,1,$139.00 ,30,1125,t,44,0,0,8/31/2010,1/3/2019,4.86,2,0.28
80684,https://www.airbnb.com/rooms/80684,Boutique hotel in Brooklyn · ★5.0 · 1 bedroom · 2 beds · 1 private bath,417504,https://www.airbnb.com/users/show/417504,The Box House Hotel,3/1/2011,t,30,40,40.73756,-73.9535,Hotel room,4,1,2,$449.00 ,1,365,t,11,1,0,11/20/2011,9/12/2022,5,30,0.08
39593,https://www.airbnb.com/rooms/39593,Condo in Long Island City · ★4.92 · 1 bedroom · 1 bed · 1 shared bath,110506,https://www.airbnb.com/users/show/110506,Myung,4/18/2010,,1,1,40.74523,-73.92318,Private room,1,,1,$78.00 ,31,180,t,31,2,0,9/14/2010,5/2/2023,4.92,1,0.2
80700,https://www.airbnb.com/rooms/80700,Boutique hotel in Brooklyn · ★4.70 · 1 bedroom · 2 beds · 1 private bath,417504,https://www.airbnb.com/users/show/417504,The Box House Hotel,3/1/2011,t,30,40,40.73777,-73.95366,Private room,4,1,2,$429.00 ,1,365,t,10,2,0,10/18/2011,10/22/2022,4.7,30,0.07
157673,https://www.airbnb.com/rooms/157673,Loft in Brooklyn · ★4.44 · 1 bedroom · 1 bed · 1 bath,757166,https://www.airbnb.com/users/show/757166,Tokunbo,6/29/2011,f,1,2,40.68096,-73.94062,Entire home/apt,4,1,1,$65.00 ,30,1125,t,92,0,0,8/4/2011,11/6/2020,4.44,1,0.64
39704,https://www.airbnb.com/rooms/39704,Townhouse in Brooklyn · ★4.71 · 1 bedroom · 1 bed · 1 bath,170510,https://www.airbnb.com/users/show/170510,Renée,7/18/2010,f,2,4,40.68216,-73.94594,Entire home/apt,4,1,1,$135.00 ,30,30,t,337,0,0,8/23/2010,12/12/2019,4.71,2,2.16
